County,7-Day Cases,7-Day Deaths,Total Cases,Total Deaths
Belknap County,13,0,15143,186
Carroll County,12,0,10662,65
Cheshire County,10,0,16760,118
Coos County,6,0,7573,118
Grafton County,14,0,20705,74
Hillsborough County,67,1,107547,939
Merrimack County,24,0,35265,243
Rockingham County,54,1,75062,566
Strafford County,22,0,32974,218
Sullivan County,7,0,10315,71
